ProID,Info,,time,Vol.,
GenTime,2018-08-13 03:42,,0.000000e+00,2.740000e-01,
FileName,lab1sin110.csv,,3.200000e-07,2.740000e-01,
Record Length,87500.000000 Points,,6.400000e-07,2.740000e-01,
Sample Interval,3.200000e-07 s,,9.600000e-07,2.740000e-01,
Trigger Time,0.000000e+00 S,,1.280000e-06,2.740000e-01,
Source,CH2,,1.600000e-06,2.740000e-01,
Vertical Units,V/grid,,1.920000e-06,2.740000e-01,
Vertical Scale,1.000000e-01,,2.240000e-06,2.740000e-01,
Vertical Offset,-3.000000e+01,,2.560000e-06,2.740000e-01,
Horizontal Units,s/grid,,2.880000e-06,2.740000e-01,
Horizontal Scale,2.000000e-03,,3.200000e-06,2.740000e-01,
Probe Atten,1.000000e+00,,3.520000e-06,2.740000e-01,
,,,3.840000e-06,2.740000e-01,
,,,4.160000e-06,2.740000e-01,
,,,4.480000e-06,2.740000e-01,
,,,4.800000e-06,2.740000e-01,
,,,5.120000e-06,2.740000e-01,
,,,5.440000e-06,2.740000e-01,
,,,5.760000e-06,2.740000e-01,
,,,6.080000e-06,2.740000e-01,
,,,6.400000e-06,2.740000e-01,
,,,6.720000e-06,2.740000e-01,
,,,7.040000e-06,2.740000e-01,
,,,7.360000e-06,2.740000e-01,
,,,7.680000e-06,2.740000e-01,
,,,8.000000e-06,2.740000e-01,
,,,8.320000e-06,2.740000e-01,
,,,8.640000e-06,2.740000e-01,
,,,8.960000e-06,2.740000e-01,
,,,9.280000e-06,2.740000e-01,
,,,9.600000e-06,2.740000e-01,
,,,9.920000e-06,2.740000e-01,
,,,1.024000e-05,2.740000e-01,
,,,1.056000e-05,2.740000e-01,
,,,1.088000e-05,2.740000e-01,
,,,1.120000e-05,2.740000e-01,
,,,1.152000e-05,2.740000e-01,
,,,1.184000e-05,2.740000e-01,
,,,1.216000e-05,2.740000e-01,
,,,1.248000e-05,2.740000e-01,
,,,1.280000e-05,2.740000e-01,
,,,1.312000e-05,2.740000e-01,
,,,1.344000e-05,2.740000e-01,
,,,1.376000e-05,2.740000e-01,
,,,1.408000e-05,2.740000e-01,
,,,1.440000e-05,2.740000e-01,
,,,1.472000e-05,2.740000e-01,
,,,1.504000e-05,2.740000e-01,
,,,1.536000e-05,2.740000e-01,
,,,1.568000e-05,2.740000e-01,
,,,1.600000e-05,2.740000e-01,
,,,1.632000e-05,2.740000e-01,
,,,1.664000e-05,2.740000e-01,
,,,1.696000e-05,2.740000e-01,
,,,1.728000e-05,2.740000e-01,
,,,1.760000e-05,2.740000e-01,
,,,1.792000e-05,2.740000e-01,
,,,1.824000e-05,2.740000e-01,
,,,1.856000e-05,2.740000e-01,
,,,1.888000e-05,2.740000e-01,
,,,1.920000e-05,2.740000e-01,
,,,1.952000e-05,2.740000e-01,
,,,1.984000e-05,2.740000e-01,
,,,2.016000e-05,2.740000e-01,
,,,2.048000e-05,2.740000e-01,
,,,2.080000e-05,2.740000e-01,
,,,2.112000e-05,2.740000e-01,
,,,2.144000e-05,2.740000e-01,
,,,2.176000e-05,2.740000e-01,
,,,2.208000e-05,2.740000e-01,
,,,2.240000e-05,2.740000e-01,
,,,2.272000e-05,2.740000e-01,
,,,2.304000e-05,2.740000e-01,
,,,2.336000e-05,2.740000e-01,
,,,2.368000e-05,2.740000e-01,
,,,2.400000e-05,2.740000e-01,
,,,2.432000e-05,2.740000e-01,
,,,2.464000e-05,2.740000e-01,
,,,2.496000e-05,2.740000e-01,
