ProID,Info,,time,Vol.,
GenTime,2018-08-28 17:24,,0.000000e+00,4.700000e-01,
FileName,lab24p4sqr.csv,,1.600000e-08,4.900000e-01,
Record Length,87500.000000 Points,,3.200000e-08,4.900000e-01,
Sample Interval,1.600000e-08 s,,4.800000e-08,4.900000e-01,
Trigger Time,-5.240000e-04 S,,6.400000e-08,4.900000e-01,
Source,CH1,,8.000000e-08,4.900000e-01,
Vertical Units,V/grid,,9.600000e-08,4.900000e-01,
Vertical Scale,5.000000e-01,,1.120000e-07,4.900000e-01,
Vertical Offset,1.250000e+02,,1.280000e-07,4.900000e-01,
Horizontal Units,s/grid,,1.440000e-07,4.900000e-01,
Horizontal Scale,1.000000e-04,,1.600000e-07,4.900000e-01,
Probe Atten,1.000000e+00,,1.760000e-07,4.900000e-01,
,,,1.920000e-07,4.700000e-01,
,,,2.080000e-07,4.900000e-01,
,,,2.240000e-07,4.900000e-01,
,,,2.400000e-07,4.900000e-01,
,,,2.560000e-07,4.700000e-01,
,,,2.720000e-07,4.900000e-01,
,,,2.880000e-07,4.900000e-01,
,,,3.040000e-07,4.900000e-01,
,,,3.200000e-07,4.900000e-01,
,,,3.360000e-07,4.900000e-01,
,,,3.520000e-07,4.900000e-01,
,,,3.680000e-07,4.900000e-01,
,,,3.840000e-07,4.900000e-01,
,,,4.000000e-07,4.900000e-01,
,,,4.160000e-07,4.900000e-01,
,,,4.320000e-07,4.900000e-01,
,,,4.480000e-07,4.900000e-01,
,,,4.640000e-07,4.900000e-01,
,,,4.800000e-07,4.700000e-01,
,,,4.960000e-07,4.900000e-01,
,,,5.120000e-07,4.900000e-01,
,,,5.280000e-07,4.900000e-01,
,,,5.440000e-07,4.900000e-01,
,,,5.600000e-07,4.900000e-01,
,,,5.760000e-07,4.900000e-01,
,,,5.920000e-07,4.900000e-01,
,,,6.080000e-07,4.900000e-01,
,,,6.240000e-07,4.900000e-01,
,,,6.400000e-07,4.900000e-01,
,,,6.560000e-07,4.900000e-01,
,,,6.720000e-07,4.900000e-01,
,,,6.880000e-07,4.900000e-01,
,,,7.040000e-07,4.900000e-01,
,,,7.200000e-07,4.900000e-01,
,,,7.360000e-07,4.900000e-01,
,,,7.520000e-07,4.900000e-01,
,,,7.680000e-07,4.900000e-01,
,,,7.840000e-07,4.900000e-01,
,,,8.000000e-07,4.900000e-01,
,,,8.160000e-07,4.900000e-01,
,,,8.320000e-07,4.900000e-01,
,,,8.480000e-07,4.900000e-01,
,,,8.640000e-07,4.900000e-01,
,,,8.800000e-07,4.900000e-01,
,,,8.960000e-07,4.900000e-01,
,,,9.120000e-07,4.900000e-01,
,,,9.280000e-07,4.900000e-01,
,,,9.440000e-07,4.900000e-01,
,,,9.600000e-07,4.900000e-01,
,,,9.760000e-07,4.900000e-01,
,,,9.920000e-07,4.900000e-01,
,,,1.008000e-06,4.900000e-01,
,,,1.024000e-06,4.900000e-01,
,,,1.040000e-06,4.900000e-01,
,,,1.056000e-06,4.900000e-01,
,,,1.072000e-06,4.900000e-01,
,,,1.088000e-06,4.900000e-01,
,,,1.104000e-06,4.900000e-01,
,,,1.120000e-06,4.900000e-01,
,,,1.136000e-06,4.900000e-01,
,,,1.152000e-06,4.900000e-01,
,,,1.168000e-06,4.900000e-01,
,,,1.184000e-06,4.900000e-01,
,,,1.200000e-06,4.900000e-01,
,,,1.216000e-06,4.900000e-01,
,,,1.232000e-06,4.900000e-01,
,,,1.248000e-06,4.900000e-01,
,,,1.264000e-06,4.900000e-01,
,,,1.280000e-06,4.900000e-01,
,,,1.296000e-06,4.900000e-01,
,,,1.312000e-06,4.900000e-01,
,,,1.328000e-06,4.900000e-01,
,,,1.344000e-06,4.900000e-01,
,,,1.360000e-06,4.700000e-01,
,,,1.376000e-06,4.900000e-01,
,,,1.392000e-06,4.900000e-01,
,,,1.408000e-06,4.900000e-01,
,,,1.424000e-06,4.900000e-01,
,,,1.440000e-06,4.900000e-01,
,,,1.456000e-06,4.900000e-01,
,,,1.472000e-06,4.900000e-01,
,,,1.488000e-06,4.900000e-01,
,,,1.504000e-06,4.900000e-01,
,,,1.520000e-06,4.900000e-01,
,,,1.536000e-06,4.900000e-01,
,,,1.552000e-06,4.900000e-01,
,,,1.568000e-06,4.900000e-01,
,,,1.584000e-06,4.900000e-01,
,,,1.600000e-06,4.900000e-01,
,,,1.616000e-06,4.900000e-01,
,,,1.632000e-06,4.700000e-01,
,,,1.648000e-06,4.900000e-01,
,,,1.664000e-06,4.900000e-01,
,,,1.680000e-06,4.900000e-01,
,,,1.696000e-06,4.900000e-01,
,,,1.712000e-06,4.900000e-01,
,,,1.728000e-06,4.900000e-01,
,,,1.744000e-06,4.900000e-01,
,,,1.760000e-06,4.900000e-01,
,,,1.776000e-06,4.900000e-01,
,,,1.792000e-06,4.900000e-01,
,,,1.808000e-06,4.900000e-01,
,,,1.824000e-06,4.900000e-01,
,,,1.840000e-06,4.900000e-01,
,,,1.856000e-06,4.900000e-01,
,,,1.872000e-06,4.900000e-01,
,,,1.888000e-06,4.900000e-01,
,,,1.904000e-06,4.900000e-01,
,,,1.920000e-06,4.900000e-01,
,,,1.936000e-06,4.900000e-01,
,,,1.952000e-06,4.900000e-01,
,,,1.968000e-06,4.900000e-01,
,,,1.984000e-06,4.900000e-01,
,,,2.000000e-06,4.900000e-01,
,,,2.016000e-06,4.900000e-01,
,,,2.032000e-06,4.900000e-01,
,,,2.048000e-06,4.900000e-01,
,,,2.064000e-06,4.900000e-01,
,,,2.080000e-06,4.900000e-01,
,,,2.096000e-06,4.900000e-01,
,,,2.112000e-06,4.900000e-01,
,,,2.128000e-06,4.900000e-01,
,,,2.144000e-06,4.900000e-01,
,,,2.160000e-06,4.900000e-01,
,,,2.176000e-06,4.900000e-01,
,,,2.192000e-06,4.900000e-01,
,,,2.208000e-06,4.900000e-01,
,,,2.224000e-06,4.900000e-01,
,,,2.240000e-06,4.900000e-01,
,,,2.256000e-06,4.900000e-01,
,,,2.272000e-06,4.900000e-01,
,,,2.288000e-06,4.900000e-01,
,,,2.304000e-06,4.900000e-01,
,,,2.320000e-06,4.900000e-01,
,,,2.336000e-06,4.900000e-01,
,,,2.352000e-06,4.900000e-01,
,,,2.368000e-06,4.900000e-01,
,,,2.384000e-06,4.900000e-01,
,,,2.400000e-06,4.900000e-01,
,,,2.416000e-06,4.900000e-01,
,,,2.432000e-06,4.900000e-01,
,,,2.448000e-06,4.900000e-01,
,,,2.464000e-06,4.900000e-01,
,,,2.480000e-06,4.900000e-01,
,,,2.496000e-06,4.900000e-01,
,,,2.512000e-06,4.900000e-01,
,,,2.528000e-06,4.900000e-01,
,,,2.544000e-06,4.900000e-01,
,,,2.560000e-06,4.900000e-01,
,,,2.576000e-06,4.900000e-01,
,,,2.592000e-06,4.900000e-01,
,,,2.608000e-06,4.900000e-01,
,,,2.624000e-06,4.900000e-01,
,,,2.640000e-06,4.900000e-01,
,,,2.656000e-06,4.900000e-01,
,,,2.672000e-06,4.900000e-01,
,,,2.688000e-06,4.900000e-01,
,,,2.704000e-06,4.900000e-01,
,,,2.720000e-06,4.900000e-01,
,,,2.736000e-06,4.900000e-01,
,,,2.752000e-06,4.900000e-01,
,,,2.768000e-06,4.900000e-01,
,,,2.784000e-06,4.900000e-01,
,,,2.800000e-06,4.900000e-01,
,,,2.816000e-06,4.900000e-01,
,,,2.832000e-06,4.900000e-01,
,,,2.848000e-06,4.900000e-01,
,,,2.864000e-06,4.900000e-01,
,,,2.880000e-06,4.900000e-01,
,,,2.896000e-06,4.900000e-01,
,,,2.912000e-06,4.900000e-01,
,,,2.928000e-06,4.900000e-01,
,,,2.944000e-06,4.900000e-01,
,,,2.960000e-06,4.900000e-01,
,,,2.976000e-06,4.900000e-01,
,,,2.992000e-06,4.900000e-01,
,,,3.008000e-06,4.900000e-01,
,,,3.024000e-06,4.900000e-01,
,,,3.040000e-06,4.900000e-01,
,,,3.056000e-06,4.900000e-01,
,,,3.072000e-06,4.900000e-01,
,,,3.088000e-06,4.900000e-01,
,,,3.104000e-06,4.900000e-01,
,,,3.120000e-06,4.900000e-01,
,,,3.136000e-06,4.900000e-01,
,,,3.152000e-06,4.900000e-01,
,,,3.168000e-06,4.900000e-01,
,,,3.184000e-06,4.900000e-01,
,,,3.200000e-06,4.900000e-01,
,,,3.216000e-06,4.900000e-01,
,,,3.232000e-06,4.900000e-01,
,,,3.248000e-06,4.900000e-01,
,,,3.264000e-06,4.900000e-01,
,,,3.280000e-06,4.900000e-01,
,,,3.296000e-06,4.900000e-01,
,,,3.312000e-06,4.900000e-01,
,,,3.328000e-06,4.700000e-01,
,,,3.344000e-06,4.900000e-01,
,,,3.360000e-06,4.900000e-01,
,,,3.376000e-06,4.900000e-01,
,,,3.392000e-06,4.900000e-01,
,,,3.408000e-06,4.900000e-01,
,,,3.424000e-06,4.900000e-01,
,,,3.440000e-06,4.900000e-01,
,,,3.456000e-06,4.900000e-01,
,,,3.472000e-06,4.700000e-01,
,,,3.488000e-06,4.900000e-01,
,,,3.504000e-06,4.900000e-01,
,,,3.520000e-06,4.900000e-01,
,,,3.536000e-06,4.900000e-01,
,,,3.552000e-06,4.700000e-01,
,,,3.568000e-06,4.900000e-01,
,,,3.584000e-06,4.900000e-01,
,,,3.600000e-06,4.700000e-01,
,,,3.616000e-06,4.900000e-01,
,,,3.632000e-06,4.900000e-01,
,,,3.648000e-06,4.900000e-01,
,,,3.664000e-06,4.900000e-01,
,,,3.680000e-06,4.900000e-01,
,,,3.696000e-06,4.900000e-01,
